Rater,Theta,Score,Expected_Zones,Half_Threshold
GPT-4o,-21.5152,1,,
GPT-4o,-21.2121,1,,
GPT-4o,-20.9091,1,,
GPT-4o,-20.6061,1,,
GPT-4o,-20.303,1,,
GPT-4o,-20,1,,
GPT-4o,-19.697,1.00001,,
GPT-4o,-19.3939,1.00001,,
GPT-4o,-19.0909,1.00001,,
GPT-4o,-18.7879,1.00002,,
GPT-4o,-18.4848,1.00002,,
GPT-4o,-18.1818,1.00003,,
GPT-4o,-17.8788,1.00004,,
GPT-4o,-17.5758,1.00005,,
GPT-4o,-17.2727,1.00007,,
GPT-4o,-16.9697,1.0001,,
GPT-4o,-16.6667,1.00013,,
GPT-4o,-16.3636,1.00018,,
GPT-4o,-16.0606,1.00024,,
GPT-4o,-15.7576,1.00033,,
GPT-4o,-15.4545,1.00044,,
GPT-4o,-15.1515,1.0006,,
GPT-4o,-14.8485,1.00081,,
GPT-4o,-14.5455,1.00109,,
GPT-4o,-14.2424,1.00148,,
GPT-4o,-13.9394,1.002,,
GPT-4o,-13.6364,1.00271,,
GPT-4o,-13.3333,1.00366,,
GPT-4o,-13.0303,1.00495,,
GPT-4o,-12.7273,1.00669,,
GPT-4o,-12.4242,1.00904,,
GPT-4o,-12.1212,1.0122,,
GPT-4o,-11.8182,1.01644,,
GPT-4o,-11.5152,1.02214,,
GPT-4o,-11.2121,1.02974,,
GPT-4o,-10.9091,1.03985,,
GPT-4o,-10.6061,1.0532,,
GPT-4o,-10.303,1.0707,,
GPT-4o,-10,1.09339,,
GPT-4o,-9.697,1.1224,,
GPT-4o,-9.3939,1.15885,,
GPT-4o,-9.0909,1.20363,,
GPT-4o,-8.7879,1.25719,,
GPT-4o,-8.4849,1.31919,,
GPT-4o,-8.1818,1.38834,,
GPT-4o,-7.8788,1.46232,,
GPT-4o,-7.5758,1.53803,,
GPT-4o,-7.2727,1.61208,,
GPT-4o,-6.9697,1.68137,,
GPT-4o,-6.6667,1.7436,,
GPT-4o,-6.3636,1.79749,,
GPT-4o,-6.0606,1.84272,,
GPT-4o,-5.7576,1.87978,,
GPT-4o,-5.4545,1.9096,,
GPT-4o,-5.1515,1.93339,,
GPT-4o,-4.8485,1.95236,,
GPT-4o,-4.5455,1.96769,,
GPT-4o,-4.2424,1.98045,,
GPT-4o,-3.9394,1.99163,,
GPT-4o,-3.6364,2.00212,,
GPT-4o,-3.3333,2.01278,,
GPT-4o,-3.0303,2.02449,,
GPT-4o,-2.7273,2.03817,,
GPT-4o,-2.4242,2.05485,,
GPT-4o,-2.1212,2.07563,,
GPT-4o,-1.8182,2.10173,,
GPT-4o,-1.5152,2.13437,,
GPT-4o,-1.2121,2.17468,,
GPT-4o,-0.9091,2.22345,,
GPT-4o,-0.6061,2.28087,,
GPT-4o,-0.303,2.34629,,
GPT-4o,8.9407e-007,2.41799,,
GPT-4o,0.303,2.49333,,
GPT-4o,0.6061,2.56904,,
GPT-4o,0.9091,2.6418,,
GPT-4o,1.2121,2.70883,,
GPT-4o,1.5152,2.76825,,
GPT-4o,1.8182,2.81924,,
GPT-4o,2.1212,2.86191,,
GPT-4o,2.4242,2.89702,,
GPT-4o,2.7273,2.92576,,
GPT-4o,3.0303,2.94948,,
GPT-4o,3.3333,2.96956,,
GPT-4o,3.6364,2.98736,,
GPT-4o,3.9394,3.0042,,
GPT-4o,4.2424,3.02135,,
GPT-4o,4.5455,3.04013,,
GPT-4o,4.8485,3.06186,,
GPT-4o,5.1515,3.08791,,
GPT-4o,5.4546,3.11968,,
GPT-4o,5.7576,3.15844,,
GPT-4o,6.0606,3.2052,,
GPT-4o,6.3636,3.26044,,
GPT-4o,6.6667,3.32381,,
GPT-4o,6.9697,3.39396,,
GPT-4o,7.2727,3.46852,,
GPT-4o,7.5758,3.54437,,
GPT-4o,7.8788,3.61813,,
GPT-4o,8.1818,3.68677,,
GPT-4o,8.4849,3.74808,,
GPT-4o,8.7879,3.80085,,
GPT-4o,9.0909,3.84485,,
GPT-4o,9.3939,3.88058,,
GPT-4o,9.697,3.90896,,
GPT-4o,10,3.93112,,
GPT-4o,10.303,3.9482,,
GPT-4o,10.6061,3.96122,,
GPT-4o,10.9091,3.97106,,
GPT-4o,11.2121,3.97846,,
GPT-4o,11.5152,3.984,,
GPT-4o,11.8182,3.98814,,
GPT-4o,12.1212,3.99121,,
GPT-4o,12.4242,3.99349,,
GPT-4o,12.7273,3.99519,,
GPT-4o,13.0303,3.99644,,
GPT-4o,13.3333,3.99737,,
GPT-4o,13.6364,3.99805,,
GPT-4o,13.9394,3.99856,,
GPT-4o,14.2424,3.99894,,
GPT-4o,14.5455,3.99922,,
GPT-4o,14.8485,3.99942,,
GPT-4o,15.1515,3.99957,,
GPT-4o,15.4545,3.99968,,
GPT-4o,15.7576,3.99977,,
GPT-4o,16.0606,3.99983,,
GPT-4o,16.3636,3.99987,,
GPT-4o,16.6667,3.99991,,
GPT-4o,16.9697,3.99993,,
GPT-4o,17.2727,3.99995,,
GPT-4o,17.5758,3.99996,,
GPT-4o,17.8788,3.99997,,
GPT-4o,18.1818,3.99998,,
GPT-4o,18.4848,3.99998,,
GPT-4o,18.7879,3.99999,,
GPT-4o,19.0909,3.99999,,
GPT-4o,19.3939,3.99999,,
GPT-4o,19.697,4,,
GPT-4o,20,4,,
GPT-4o,20.303,4,,
GPT-4o,20.6061,4,,
GPT-4o,20.9091,4,,
GPT-4o,21.2121,4,,
GPT-4o,21.5152,4,,
GPT-4o,21.8182,4,,
GPT-4o,22.1212,4,,
GPT-4o,22.4242,4,,
GPT-4o,22.7273,4,,
GPT-4o,23.0303,4,,
GPT-4o,23.3333,4,,
GPT-4o,23.6364,4,,
GPT-4o,23.9394,4,,
GPT-4o,24.2424,4,,
GPT-4o,24.5455,4,,
GPT-4o,24.8485,4,,
GPT-4o,25.1515,4,,
GPT-4o,25.4545,4,,
GPT-4o,25.7576,4,,
GPT-4o,26.0606,4,,
GPT-4o,26.3636,4,,
GPT-4o,26.6667,4,,
GPT-4o,26.9697,4,,
GPT-4o,27.2727,4,,
GPT-4o,27.5758,4,,
GPT-4o,27.8788,4,,
GPT-4o,28.1818,4,,
GPT-4o,28.4848,4,,
GPT-4o,28.7879,4,,
GPT-4o,29.0909,4,,
GPT-4o,29.3939,4,,
GPT-4o,29.697,4,,
GPT-4o,30,4,,
CL-3.5-H,-30,1,-9.39394,1.5
CL-3.5-H,-29.697,1,-0.90909,2.5
CL-3.5-H,-29.3939,1,2.72727,3.5
CL-3.5-H,-29.0909,1,7.57576,4.5
CL-3.5-H,-28.7879,1,,
CL-3.5-H,-28.4848,1,,
CL-3.5-H,-28.1818,1,,
CL-3.5-H,-27.8788,1,,
CL-3.5-H,-27.5758,1,,
CL-3.5-H,-27.2727,1,,
CL-3.5-H,-26.9697,1,,
CL-3.5-H,-26.6667,1,,
CL-3.5-H,-26.3636,1,,
CL-3.5-H,-26.0606,1,,
CL-3.5-H,-25.7576,1,,
CL-3.5-H,-25.4545,1,,
CL-3.5-H,-25.1515,1,,
CL-3.5-H,-24.8485,1,,
CL-3.5-H,-24.5455,1,,
CL-3.5-H,-24.2424,1,,
CL-3.5-H,-23.9394,1,,
CL-3.5-H,-23.6364,1,,
CL-3.5-H,-23.3333,1,,
CL-3.5-H,-23.0303,1,,
CL-3.5-H,-22.7273,1,,
CL-3.5-H,-22.4242,1,,
CL-3.5-H,-22.1212,1,,
CL-3.5-H,-21.8182,1,,
CL-3.5-H,-21.5152,1.00001,,
CL-3.5-H,-21.2121,1.00001,,
CL-3.5-H,-20.9091,1.00001,,
CL-3.5-H,-20.6061,1.00001,,
CL-3.5-H,-20.303,1.00002,,
CL-3.5-H,-20,1.00003,,
CL-3.5-H,-19.697,1.00004,,
CL-3.5-H,-19.3939,1.00005,,
CL-3.5-H,-19.0909,1.00007,,
CL-3.5-H,-18.7879,1.00009,,
CL-3.5-H,-18.4848,1.00012,,
CL-3.5-H,-18.1818,1.00017,,
CL-3.5-H,-17.8788,1.00022,,
CL-3.5-H,-17.5758,1.0003,,
CL-3.5-H,-17.2727,1.00041,,
CL-3.5-H,-16.9697,1.00056,,
CL-3.5-H,-16.6667,1.00075,,
CL-3.5-H,-16.3636,1.00102,,
CL-3.5-H,-16.0606,1.00138,,
CL-3.5-H,-15.7576,1.00187,,
CL-3.5-H,-15.4545,1.00253,,
CL-3.5-H,-15.1515,1.00342,,
CL-3.5-H,-14.8485,1.00463,,
CL-3.5-H,-14.5455,1.00626,,
CL-3.5-H,-14.2424,1.00845,,
CL-3.5-H,-13.9394,1.01141,,
CL-3.5-H,-13.6364,1.01539,,
CL-3.5-H,-13.3333,1.02072,,
CL-3.5-H,-13.0303,1.02785,,
CL-3.5-H,-12.7273,1.03734,,
CL-3.5-H,-12.4242,1.0499,,
CL-3.5-H,-12.1212,1.06639,,
CL-3.5-H,-11.8182,1.08783,,
CL-3.5-H,-11.5152,1.11534,,
CL-3.5-H,-11.2121,1.15004,,
CL-3.5-H,-10.9091,1.1929,,
CL-3.5-H,-10.6061,1.24449,,
CL-3.5-H,-10.303,1.30468,,
CL-3.5-H,-10,1.37238,,
CL-3.5-H,-9.697,1.4455,,
CL-3.5-H,-9.3939,1.52107,,
CL-3.5-H,-9.0909,1.59571,,
CL-3.5-H,-8.7879,1.66622,,
CL-3.5-H,-8.4849,1.73005,,
CL-3.5-H,-8.1818,1.78569,,
CL-3.5-H,-7.8788,1.83263,,
CL-3.5-H,-7.5758,1.87115,,
CL-3.5-H,-7.2727,1.9021,,
CL-3.5-H,-6.9697,1.92661,,
CL-3.5-H,-6.6667,1.94586,,
CL-3.5-H,-6.3636,1.96098,,
CL-3.5-H,-6.0606,1.97298,,
CL-3.5-H,-5.7576,1.98276,,
CL-3.5-H,-5.4545,1.99109,,
CL-3.5-H,-5.1515,1.99867,,
CL-3.5-H,-4.8485,2.00613,,
CL-3.5-H,-4.5455,2.01412,,
CL-3.5-H,-4.2424,2.02331,,
CL-3.5-H,-3.9394,2.03445,,
CL-3.5-H,-3.6364,2.04841,,
CL-3.5-H,-3.3333,2.06616,,
CL-3.5-H,-3.0303,2.08886,,
CL-3.5-H,-2.7273,2.11774,,
CL-3.5-H,-2.4242,2.15408,,
CL-3.5-H,-2.1212,2.19902,,
CL-3.5-H,-1.8182,2.25334,,
CL-3.5-H,-1.5152,2.31717,,
CL-3.5-H,-1.2121,2.38981,,
CL-3.5-H,-0.9091,2.46959,,
CL-3.5-H,-0.6061,2.55411,,
CL-3.5-H,-0.303,2.64068,,
CL-3.5-H,8.9407e-007,2.7269,,
CL-3.5-H,0.303,2.81122,,
CL-3.5-H,0.6061,2.89321,,
CL-3.5-H,0.9091,2.97346,,
CL-3.5-H,1.2121,3.05332,,
CL-3.5-H,1.5152,3.13431,,
CL-3.5-H,1.8182,3.21763,,
CL-3.5-H,2.1212,3.30367,,
CL-3.5-H,2.4242,3.39174,,
CL-3.5-H,2.7273,3.48013,,
CL-3.5-H,3.0303,3.5665,,
CL-3.5-H,3.3333,3.64843,,
CL-3.5-H,3.6364,3.72403,,
CL-3.5-H,3.9394,3.79238,,
CL-3.5-H,4.2424,3.85358,,
CL-3.5-H,4.5455,3.90872,,
CL-3.5-H,4.8485,3.95957,,
CL-3.5-H,5.1515,4.00832,,
CL-3.5-H,5.4546,4.05734,,
CL-3.5-H,5.7576,4.10892,,
CL-3.5-H,6.0606,4.165,,
CL-3.5-H,6.3636,4.22689,,
CL-3.5-H,6.6667,4.29503,,
CL-3.5-H,6.9697,4.36873,,
CL-3.5-H,7.2727,4.44614,,
CL-3.5-H,7.5758,4.52452,,
CL-3.5-H,7.8788,4.60073,,
CL-3.5-H,8.1818,4.67179,,
CL-3.5-H,8.4849,4.73547,,
CL-3.5-H,8.7879,4.79047,,
CL-3.5-H,9.0909,4.83648,,
CL-3.5-H,9.3939,4.87395,,
CL-3.5-H,9.697,4.9038,,
CL-3.5-H,10,4.92715,,
CL-3.5-H,10.303,4.94517,,
CL-3.5-H,10.6061,4.95893,,
CL-3.5-H,10.9091,4.96934,,
CL-3.5-H,11.2121,4.97718,,
CL-3.5-H,11.5152,4.98304,,
CL-3.5-H,11.8182,4.98742,,
CL-3.5-H,12.1212,4.99068,,
CL-3.5-H,12.4242,4.9931,,
CL-3.5-H,12.7273,4.99489,,
CL-3.5-H,13.0303,4.99622,,
CL-3.5-H,13.3333,4.99721,,
CL-3.5-H,13.6364,4.99794,,
CL-3.5-H,13.9394,4.99848,,
CL-3.5-H,14.2424,4.99887,,
CL-3.5-H,14.5455,4.99917,,
CL-3.5-H,14.8485,4.99939,,
CL-3.5-H,15.1515,4.99955,,
CL-3.5-H,15.4545,4.99966,,
CL-3.5-H,15.7576,4.99975,,
CL-3.5-H,16.0606,4.99982,,
CL-3.5-H,16.3636,4.99987,,
CL-3.5-H,16.6667,4.9999,,
CL-3.5-H,16.9697,4.99993,,
CL-3.5-H,17.2727,4.99995,,
CL-3.5-H,17.5758,4.99996,,
CL-3.5-H,17.8788,4.99997,,
CL-3.5-H,18.1818,4.99998,,
CL-3.5-H,18.4848,4.99998,,
CL-3.5-H,18.7879,4.99999,,
CL-3.5-H,19.0909,4.99999,,
CL-3.5-H,19.3939,4.99999,,
CL-3.5-H,19.697,5,,
CL-3.5-H,20,5,,
CL-3.5-H,20.303,5,,
CL-3.5-H,20.6061,5,,
CL-3.5-H,20.9091,5,,
CL-3.5-H,21.2121,5,,
CL-3.5-H,21.5152,5,,
CL-3.5-H,21.8182,5,,
CL-3.5-H,22.1212,5,,
CL-3.5-H,22.4242,5,,
CL-3.5-H,22.7273,5,,
CL-3.5-H,23.0303,5,,
CL-3.5-H,23.3333,5,,
CL-3.5-H,23.6364,5,,
CL-3.5-H,23.9394,5,,
CL-3.5-H,24.2424,5,,
CL-3.5-H,24.5455,5,,
CL-3.5-H,24.8485,5,,
CL-3.5-H,25.1515,5,,
CL-3.5-H,25.4545,5,,
CL-3.5-H,25.7576,5,,
CL-3.5-H,26.0606,5,,
CL-3.5-H,26.3636,5,,
CL-3.5-H,26.6667,5,,
CL-3.5-H,26.9697,5,,
CL-3.5-H,27.2727,5,,
CL-3.5-H,27.5758,5,,
CL-3.5-H,27.8788,5,,
CL-3.5-H,28.1818,5,,
CL-3.5-H,28.4848,5,,
CL-3.5-H,28.7879,5,,
CL-3.5-H,29.0909,5,,
CL-3.5-H,29.3939,5,,
CL-3.5-H,29.697,5,,
CL-3.5-H,30,5,,
CL-3.5-S,-30,1,-6.06061,1.5
CL-3.5-S,-29.697,1,-1.21212,2.5
CL-3.5-S,-29.3939,1,1.81818,3.5
CL-3.5-S,-29.0909,1,5.45455,4.5
CL-3.5-S,-28.7879,1,,
CL-3.5-S,-28.4848,1,,
CL-3.5-S,-28.1818,1,,
CL-3.5-S,-27.8788,1,,
CL-3.5-S,-27.5758,1,,
CL-3.5-S,-27.2727,1,,
CL-3.5-S,-26.9697,1,,
CL-3.5-S,-26.6667,1,,
CL-3.5-S,-26.3636,1,,
CL-3.5-S,-26.0606,1,,
CL-3.5-S,-25.7576,1,,
CL-3.5-S,-25.4545,1,,
CL-3.5-S,-25.1515,1,,
CL-3.5-S,-24.8485,1,,
CL-3.5-S,-24.5455,1,,
CL-3.5-S,-24.2424,1,,
CL-3.5-S,-23.9394,1,,
CL-3.5-S,-23.6364,1,,
CL-3.5-S,-23.3333,1,,
CL-3.5-S,-23.0303,1,,
CL-3.5-S,-22.7273,1,,
CL-3.5-S,-22.4242,1,,
CL-3.5-S,-22.1212,1,,
CL-3.5-S,-21.8182,1,,
CL-3.5-S,-21.5152,1,,
CL-3.5-S,-21.2121,1,,
CL-3.5-S,-20.9091,1,,
CL-3.5-S,-20.6061,1,,
CL-3.5-S,-20.303,1,,
CL-3.5-S,-20,1,,
CL-3.5-S,-19.697,1,,
CL-3.5-S,-19.3939,1,,
CL-3.5-S,-19.0909,1,,
CL-3.5-S,-18.7879,1,,
CL-3.5-S,-18.4848,1,,
CL-3.5-S,-18.1818,1.00001,,
CL-3.5-S,-17.8788,1.00001,,
CL-3.5-S,-17.5758,1.00001,,
CL-3.5-S,-17.2727,1.00001,,
CL-3.5-S,-16.9697,1.00002,,
CL-3.5-S,-16.6667,1.00003,,
CL-3.5-S,-16.3636,1.00004,,
CL-3.5-S,-16.0606,1.00005,,
CL-3.5-S,-15.7576,1.00007,,
CL-3.5-S,-15.4545,1.00009,,
CL-3.5-S,-15.1515,1.00012,,
CL-3.5-S,-14.8485,1.00016,,
CL-3.5-S,-14.5455,1.00022,,
CL-3.5-S,-14.2424,1.0003,,
CL-3.5-S,-13.9394,1.0004,,
CL-3.5-S,-13.6364,1.00055,,
CL-3.5-S,-13.3333,1.00074,,
CL-3.5-S,-13.0303,1.001,,
CL-3.5-S,-12.7273,1.00135,,
CL-3.5-S,-12.4242,1.00183,,
CL-3.5-S,-12.1212,1.00248,,
CL-3.5-S,-11.8182,1.00335,,
CL-3.5-S,-11.5152,1.00453,,
CL-3.5-S,-11.2121,1.00612,,
CL-3.5-S,-10.9091,1.00827,,
CL-3.5-S,-10.6061,1.01116,,
CL-3.5-S,-10.303,1.01506,,
CL-3.5-S,-10,1.02028,,
CL-3.5-S,-9.697,1.02727,,
CL-3.5-S,-9.3939,1.03657,,
CL-3.5-S,-9.0909,1.04889,,
CL-3.5-S,-8.7879,1.06509,,
CL-3.5-S,-8.4849,1.08617,,
CL-3.5-S,-8.1818,1.11328,,
CL-3.5-S,-7.8788,1.14755,,
CL-3.5-S,-7.5758,1.19003,,
CL-3.5-S,-7.2727,1.24135,,
CL-3.5-S,-6.9697,1.30153,,
CL-3.5-S,-6.6667,1.36966,,
CL-3.5-S,-6.3636,1.44383,,
CL-3.5-S,-6.0606,1.52128,,
CL-3.5-S,-5.7576,1.59881,,
CL-3.5-S,-5.4545,1.67341,,
CL-3.5-S,-5.1515,1.74278,,
CL-3.5-S,-4.8485,1.80568,,
CL-3.5-S,-4.5455,1.86203,,
CL-3.5-S,-4.2424,1.91272,,
CL-3.5-S,-3.9394,1.95938,,
CL-3.5-S,-3.6364,2.00409,,
CL-3.5-S,-3.3333,2.04917,,
CL-3.5-S,-3.0303,2.09697,,
CL-3.5-S,-2.7273,2.14967,,
CL-3.5-S,-2.4242,2.20907,,
CL-3.5-S,-2.1212,2.27632,,
CL-3.5-S,-1.8182,2.35169,,
CL-3.5-S,-1.5152,2.43442,,
CL-3.5-S,-1.2121,2.52285,,
CL-3.5-S,-0.9091,2.61473,,
CL-3.5-S,-0.6061,2.70786,,
CL-3.5-S,-0.303,2.80058,,
CL-3.5-S,8.9407e-007,2.8922,,
CL-3.5-S,0.303,2.98303,,
CL-3.5-S,0.6061,3.07405,,
CL-3.5-S,0.9091,3.16641,,
CL-3.5-S,1.2121,3.26092,,
CL-3.5-S,1.5152,3.35755,,
CL-3.5-S,1.8182,3.4554,,
CL-3.5-S,2.1212,3.55285,,
CL-3.5-S,2.4242,3.64806,,
CL-3.5-S,2.7273,3.73963,,
CL-3.5-S,3.0303,3.82697,,
CL-3.5-S,3.3333,3.91052,,
CL-3.5-S,3.6364,3.99158,,
CL-3.5-S,3.9394,4.07189,,
CL-3.5-S,4.2424,4.15314,,
CL-3.5-S,4.5455,4.23643,,
CL-3.5-S,4.8485,4.32188,,
CL-3.5-S,5.1515,4.40845,,
CL-3.5-S,5.4546,4.49408,,
CL-3.5-S,5.7576,4.57613,,
CL-3.5-S,6.0606,4.652,,
CL-3.5-S,6.3636,4.71967,,
CL-3.5-S,6.6667,4.77799,,
CL-3.5-S,6.9697,4.82673,,
CL-3.5-S,7.2727,4.86642,,
CL-3.5-S,7.5758,4.89803,,
CL-3.5-S,7.8788,4.92276,,
CL-3.5-S,8.1818,4.94186,,
CL-3.5-S,8.4849,4.95644,,
CL-3.5-S,8.7879,4.96748,,
CL-3.5-S,9.0909,4.97579,,
CL-3.5-S,9.3939,4.98201,,
CL-3.5-S,9.697,4.98666,,
CL-3.5-S,10,4.99011,,
CL-3.5-S,10.303,4.99268,,
CL-3.5-S,10.6061,4.99458,,
CL-3.5-S,10.9091,4.99599,,
CL-3.5-S,11.2121,4.99704,,
CL-3.5-S,11.5152,4.99781,,
CL-3.5-S,11.8182,4.99838,,
CL-3.5-S,12.1212,4.99881,,
CL-3.5-S,12.4242,4.99912,,
CL-3.5-S,12.7273,4.99935,,
CL-3.5-S,13.0303,4.99952,,
CL-3.5-S,13.3333,4.99964,,
CL-3.5-S,13.6364,4.99974,,
CL-3.5-S,13.9394,4.99981,,
CL-3.5-S,14.2424,4.99986,,
CL-3.5-S,14.5455,4.99989,,
CL-3.5-S,14.8485,4.99992,,
CL-3.5-S,15.1515,4.99994,,
CL-3.5-S,15.4545,4.99996,,
CL-3.5-S,15.7576,4.99997,,
CL-3.5-S,16.0606,4.99998,,
CL-3.5-S,16.3636,4.99998,,
CL-3.5-S,16.6667,4.99999,,
CL-3.5-S,16.9697,4.99999,,
CL-3.5-S,17.2727,4.99999,,
CL-3.5-S,17.5758,4.99999,,
CL-3.5-S,17.8788,5,,
CL-3.5-S,18.1818,5,,
CL-3.5-S,18.4848,5,,
CL-3.5-S,18.7879,5,,
CL-3.5-S,19.0909,5,,
CL-3.5-S,19.3939,5,,
CL-3.5-S,19.697,5,,
CL-3.5-S,20,5,,
CL-3.5-S,20.303,5,,
CL-3.5-S,20.6061,5,,
CL-3.5-S,20.9091,5,,
CL-3.5-S,21.2121,5,,
CL-3.5-S,21.5152,5,,
CL-3.5-S,21.8182,5,,
CL-3.5-S,22.1212,5,,
CL-3.5-S,22.4242,5,,
CL-3.5-S,22.7273,5,,
CL-3.5-S,23.0303,5,,
CL-3.5-S,23.3333,5,,
CL-3.5-S,23.6364,5,,
CL-3.5-S,23.9394,5,,
CL-3.5-S,24.2424,5,,
CL-3.5-S,24.5455,5,,
CL-3.5-S,24.8485,5,,
CL-3.5-S,25.1515,5,,
CL-3.5-S,25.4545,5,,
CL-3.5-S,25.7576,5,,
CL-3.5-S,26.0606,5,,
CL-3.5-S,26.3636,5,,
CL-3.5-S,26.6667,5,,
CL-3.5-S,26.9697,5,,
CL-3.5-S,27.2727,5,,
CL-3.5-S,27.5758,5,,
CL-3.5-S,27.8788,5,,
CL-3.5-S,28.1818,5,,
CL-3.5-S,28.4848,5,,
CL-3.5-S,28.7879,5,,
CL-3.5-S,29.0909,5,,
CL-3.5-S,29.3939,5,,
CL-3.5-S,29.697,5,,
CL-3.5-S,30,5,,
